0,0,0,0,0,0,0,0,0
10,10,10,10,10,10,10,10,10
10,12,10,10,10,12,10,11,10
19,15,10,10,10,14,11,11,17
20,16,10,10,10,17,11,12,17
22,20,10,10,10,21,13,13,18
22,20,10,10,10,23,13,14,18
22,24,11,10,10,26,13,17,18
23,25,11,10,10,26,13,17,19
25,28,11,11,10,30,14,18,22
26,28,11,11,10,30,14,18,22
36,34,11,11,10,31,15,22,25
36,34,11,11,10,31,15,23,25
39,36,11,11,10,34,17,24,28
39,36,11,12,10,34,17,24,28
42,40,11,12,10,36,17,25,32
42,40,11,12,10,37,17,25,32
45,41,11,14,10,38,18,25,33
45,41,11,14,10,39,18,25,33
52,44,12,14,10,44,18,33,38
53,44,12,14,10,44,18,33,38
57,47,13,14,11,49,19,36,39
57,48,13,14,11,49,19,37,39
67,56,14,14,11,54,22,44,40
69,56,14,14,12,54,22,44,40
79,60,14,14,14,55,26,47,42
79,60,14,16,14,55,26,47,42
82,65,14,17,14,59,26,48,44
82,65,14,17,14,59,26,48,44
86,67,14,19,15,62,26,54,46
93,67,14,19,15,62,26,54,46
94,69,14,21,16,67,27,58,47
94,69,14,21,16,67,28,58,48
98,76,15,22,17,71,28,61,50
101,76,15,22,17,71,28,61,50
102,79,15,23,18,78,28,65,53
103,79,15,23,18,79,29,66,53
107,80,15,24,18,80,29,72,57
108,80,15,24,19,81,29,72,58
114,82,15,25,19,87,31,72,64
114,82,15,26,19,87,31,72,65
123,85,16,27,19,93,33,79,67
123,85,16,27,19,93,33,79,68
125,89,16,27,19,95,33,82,69
125,90,16,27,19,95,33,82,69
127,91,16,27,20,96,33,83,71
127,92,16,27,20,96,35,83,71
128,95,17,29,22,99,35,88,74
129,95,17,29,22,99,35,88,74
131,98,17,29,22,103,36,90,77
131,99,17,29,22,103,36,90,77
131,102,17,30,22,109,38,91,77
131,102,17,30,22,109,38,91,77
133,103,17,31,22,114,38,94,80
133,104,17,31,22,115,38,94,80
133,105,17,34,22,119,38,97,82
133,105,17,35,22,119,38,97,82
135,111,18,35,23,121,40,100,84
135,111,18,35,23,121,40,100,84
137,112,20,36,24,127,40,104,84
137,112,20,36,24,130,40,104,84
143,115,20,36,26,132,41,109,86
143,115,20,36,26,133,41,111,86
144,117,20,36,26,140,43,115,88
144,117,20,36,26,140,43,115,88
150,120,20,37,27,144,43,122,89
150,120,20,37,27,144,43,122,91
152,123,20,39,28,145,44,126,95
153,123,20,39,28,147,44,127,95
158,127,21,42,28,151,45,129,96
158,129,21,43,28,151,46,129,96
159,130,21,43,28,152,47,132,98
159,130,21,43,28,152,47,132,98
159,133,21,44,29,155,48,135,99
159,133,21,44,29,155,48,135,99
159,137,21,45,30,157,50,139,99
159,137,21,45,30,157,50,139,99
161,139,21,45,31,161,53,142,100
161,139,21,45,31,161,53,142,100
167,141,21,48,31,164,53,145,101
168,141,21,48,31,164,53,145,101
169,146,22,49,31,169,54,146,101
169,146,22,50,31,170,55,146,101
174,147,22,50,31,172,57,147,102
175,147,22,50,31,172,57,147,103
179,150,22,50,31,176,57,149,108
180,150,23,50,31,177,57,149,108
182,154,23,50,31,181,58,151,110
182,154,23,50,31,181,58,151,110
185,158,23,51,31,186,58,155,112
186,158,23,51,31,186,58,155,112
196,161,23,51,31,192,58,158,114
197,162,23,51,31,193,58,158,114
205,166,23,52,31,195,61,163,114
205,167,23,52,31,197,61,163,114
208,169,23,52,31,198,62,167,118
208,169,23,52,31,198,62,167,118
210,174,23,52,31,201,62,171,119
210,174,23,52,31,202,62,171,120
211,176,23,52,32,208,62,174,120
211,176,23,52,32,208,62,174,120
219,182,23,52,32,211,62,179,122
219,182,23,52,32,212,62,179,123
222,185,23,54,32,213,63,183,130
223,185,23,54,32,213,63,184,130
228,187,23,55,33,214,64,187,134
230,188,23,55,33,214,64,187,134
236,190,23,55,34,217,65,192,135
237,190,23,55,34,217,65,192,135
238,193,24,55,35,223,68,195,138
238,193,24,55,36,225,68,195,138
240,196,24,55,38,230,69,197,140
240,196,24,55,38,230,69,197,140
245,199,25,55,39,230,73,199,142
246,200,25,55,39,230,73,199,143
254,201,26,56,39,233,73,201,145
254,201,26,56,39,233,74,201,145
263,211,35,66,49,243,84,211,155
266,216,36,67,50,243,86,221,158
267,223,36,67,52,243,88,226,160
268,225,36,68,53,246,89,228,164
269,226,37,69,54,250,89,229,166
279,231,39,69,55,251,91,230,170
280,235,40,69,55,256,92,230,173
290,242,41,71,56,260,93,233,174
300,245,42,73,56,267,95,236,181
306,249,42,73,57,272,98,240,188
313,251,42,73,58,276,100,244,193
313,256,42,74,59,282,102,249,197
313,256,43,75,59,288,103,252,202
318,261,43,75,59,298,104,256,207
324,263,43,76,59,305,109,258,217
334,265,43,77,59,309,116,258,226
335,266,43,77,59,313,120,262,236
338,273,44,77,60,319,124,263,246
339,276,44,78,60,326,129,268,251
343,278,45,79,61,329,131,272,256
344,281,45,79,63,332,132,272,259
346,283,45,81,65,335,133,275,262
350,284,45,81,65,339,134,275,265
353,288,45,81,66,340,136,276,274
354,294,48,82,68,345,137,281,279
358,297,49,84,71,350,139,285,285
362,303,50,86,74,354,142,290,286
362,305,50,87,75,362,145,296,291
367,309,52,88,75,368,147,301,294
371,314,52,89,76,372,149,303,299
372,321,52,89,78,376,150,305,304
374,325,52,90,78,378,152,308,309
375,330,52,90,78,380,156,311,313
